'EilNr','pData','Laikas','Adresas','Pranesejas','AvarinesVietosAprasymas','Pranesta','Dispeceris','Darbai','Medziagos','PabData','PabLaikas'
1,'2017-12-02','07:00','Jonaþoliø 15','WAZE','Duobë vaþ.dalyje.','','Rita Zarauskienë','Duobës neavarinës.','','2017-12-03','10:20'
2,'2017-12-02','07:02','Gariûnø','WAZE','Duobë vaþ.dalyje.','','Rita Zarauskienë','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2017-12-02','10:05'
3,'2017-12-02','07:04','Ðeðuoliø Justiniðkiø þiedas','WAZE','Duobë vaþ.dalyje.','','Rita Zarauskienë','Vyksta gatvës remonto darbai.','','2017-12-02','09:50'
4,'2017-12-02','07:06','Sruogos B.','WAZE','Duobë vaþ.dalyje.','','Rita Zarauskienë','Daug ávairiø duobiø.','','2017-12-02','09:07'
5,'2017-12-02','07:10','Olandø Kriviø st.','WAZE','Duobë vaþ.dalyje.','','Rita Zarauskienë','Prie ðaligatvio borto iðtrupëjæs asfaltas.','','2017-12-02','08:52'
6,'2017-12-02','07:13','Geleþinio vilko link Vingio parko','BPC','Vaþ.dalyje pamestas duslintuvas.','','Rita Zarauskienë','Duslintuvas paimtas ir iðveþtas.','','2017-12-02','07:36'
7,'2017-12-02','08:00','Gedimino pr. aikðtë,Gedimino kalnas,Rotuðë','Ekipaþui apvaþiuojant','Tvoreliø surinkimas.','','Rita Zarauskienë','Apsauginës tvorelës surinktos ið Katedros,Rotuðës ir Gedimino kalno papëdës ( 130 vnt. )','','2017-12-02','11:30'
8,'2017-12-02','09:00','Franko 4','Ekipaþui pravaþiuojant','Þenklø patikrinimas.','','Rita Zarauskienë','Darbai atlikti,laikini þenklai paimti ir iðveþti.','','2017-12-02','09:27'
9,'2017-12-02','09:04','Sruogos B. 45','Ekipaþui pravaþiuojant','Juda LN korpusas.','LN tarnyba R.Zaborovskis 865021570 áraðas þurnale.','Rita Zarauskienë','Informacija perduota.','','',''
10,'2017-12-02','09:15','Naugarduko 52','Telia','Tvoreliø graþàþinimas.','','Rita Zarauskienë','Telia-gràþino (dvi signalines tvoreles ).','','2017-12-02','09:17'
11,'2017-12-02','10:04','Uþupio 12','Viktorija','Bëga fekalas ið ðulinio.','VV avarinë 861611256','Rita Zarauskienë','Informacija perduota.','','',''
12,'2017-12-02','10:39','Kalinausko K. 20 ties 22 namu.','BPC','Negyvas katinas vaþ.dalyje.','','Rita Zarauskienë','2.2 Gyvûno gaiðena nerasta.','','2017-12-02','10:56'
13,'2017-12-02','11:30','Laisvës  pr. prie degalinës NESTE','Ekipaþui pravaþiuojant','Atviras ðulinys.','','Rita Zarauskienë','Ðilumos tinklø ðulinys uþdengtas tuo paèiu dangèiu.','','',''
14,'2017-12-02','11:50','Kuro 1','Ekipaþui pravaþiuojant','Duobë vaþ.dalyje.','','Rita Zarauskienë','4.3 Duobë  laikinai uþpilta frezuotu asfaltu (0,1 m³).','Alsfalbetinis frezuotas (.1 M3)','2017-12-03','11:58'
15,'2017-12-02','12:47','Zanavykø 9 tarp namo ir pard.AIBË','BPC','Ið maðinos bëga tepalai.','','Rita Zarauskienë','Tepalas neutralizuotas panaudojant skystà (2 l) sorbentà, vieta iðvalyta;','Naftos ploviklis  (2 LTR)','2017-12-02','13:13'
16,'2017-12-02','14:50','Vakarinis aplinkelis prie degalinës','Ekipaþui pravaþiuojant','Nuversti laikini þenklai.','','Rita Zarauskienë','Laikini kelio þenklai atstatyti á savo vietas.','','2017-12-03','14:59'
17,'2017-12-02','15:00','Vakarinis aplinkelis posûkis á Zujûnus','Ekipaþui pravaþiuojant','Auto bamperis vaþ.dalyje.','','Rita Zarauskienë','Bamperis pakeltas ir iðveþtas.','','2017-12-02','15:10'
18,'2017-12-02','15:10','Gariûnø uþ ðviesoforo','Davydas','Katinas vaþ.dalyje.','','Rita Zarauskienë','2.2 Gyvûno gaiðena nerasta.','','2017-12-02','15:20'
19,'2017-12-02','15:35','Ukmergës uþ Bigo','Vaþiuojant pastebëta','Kelkraðtyje dvi padangos.','','Rita Zarauskienë','Pakeltos dvi padangos ir iðveþtos.','','2017-12-02','15:45'
20,'2017-12-02','18:10','Savanoriø 174 R','Ekipaþui pravaþiuojant','Sulûþæs ðulinio dangtis.','','Rita Zarauskienë','7.5 LN trapas. Uþdengtas naujomis metalinëmis grotelëmis. (50x38cm.)','Grotelës kompozitinës 380*500 (1 VNT)','2017-12-02','19:26'
21,'2017-12-02','19:10','Savanoriø sankryþa','BPC','Sankryþoje dûþenos.','','Rita Zarauskienë','Dûþenos surinktos ir iðveþtos.','','2017-12-02','19:20'
22,'2017-12-02','19:20','Dariaus ir Girëno posûkis á Eiðiðkiø plentà','Pastebëta pravaþiuojant','Sulauþyti kelio atitvarai.','Gorbovskiui el.paðtu.','Rita Zarauskienë','Informacija perduota.','','2017-12-02','19:25'
23,'2017-12-02','19:30','Geologø 12 A','BPC','Duobë vaþ.dalyje.','','Rita Zarauskienë','4.3 Duobë laikinai uþpilta frezuotu asfaltu (0,1 m³) .','Alsfalbetinis frezuotas (.1 M3)','2017-12-02','19:35'
24,'2017-12-02','19:35','Dariaus ir Girëno 187','BPC','Duobë vaþ.dalyje.','','Rita Zarauskienë','4.3 Duobë- laikinai uþpilta frezuotu asfaltu (0,3 m³) .','Alsfalbetinis frezuotas (.3 M3)','2017-12-02','19:45'
25,'2017-12-02','19:40','Savanoriø 187','BPC','Padanga kelkraðtyje.','','Rita Zarauskienë','Padanga pakelta ir iðveþta.','','2017-12-02','19:50'
26,'2017-12-02','19:45','Guriø 8','Pastebëta pravaþiuojant','Duobë vaþ.dalyje.','','Rita Zarauskienë','4.3 Duobë- laikinai uþpilta frezuotu asfaltu (0,1 m³).','Alsfalbetinis frezuotas (.1 M3)','2017-12-02','19:50'
27,'2017-12-02','19:47','Jankiðkiø 18','Ekipaþui pravaþiuojant','Þenklø patikrinimas.','','Rita Zarauskienë','Darbai neatlikti,gairë palikta stovëti.','','2017-12-02','19:52'
28,'2017-12-02','19:58','Titnago tarp Jankiðkiø ir Gariûnø','BPC','Nulûþusi medþio ðaka.','','Rita Zarauskienë','Medþio ðaka paimta ir iðveþta.','','2017-12-02','20:10'
29,'2017-12-02','20:11','Pramonës 202','Pastebëta pravaþiuojant','Duobë vaþ.dalyje.','','Rita Zarauskienë','4.3 Duobë- laikinai uþpilta frezuotu asfaltu (0,1 m³) .','Alsfalbetinis frezuotas (.1 M3)','2017-12-02','20:30'
30,'2017-12-02','21:18','Ðvarioji sankryþa','BPC','Auto ávykis.','','Rita Zarauskienë','5.1 Surinkta ir iðveþta, tepalas neutralizuotas panaudojant sausà (2kg ) ) sorbentà, vieta iðvalyta,dûþenos surinktos ir iðveþtos.','Absorbentas birus universalus UEDX020 (2 KG)','2017-12-02','21:46'
