'EilNr','pData','Laikas','Adresas','Pranesejas','AvarinesVietosAprasymas','Pranesta','Dispeceris','Darbai','Medziagos','PabData','PabLaikas'
1,'2018-01-13',,'Vytauto Vytauto stotelë','Waze ataskaita','Duobë vaþiuojamojoje kelio dalyje ','','Rolandas Stungurys','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2018-01-13','11:16'
2,'2018-01-13',,'Pramonës Polocko stotelë','Taraðkëviè Viktor','Duobë vaþiuojamojoje kelio dalyje ','UAB Grinda I.Rinkevièius','Rolandas Stungurys','4.3 Duobë laikinai uþpilta frezuotu asfaltu (0,2 m³) ','Alsfalbetinis frezuotas (.1 M3)','',''
3,'2018-01-13',,'Eglinës Sodø g. Eglinës sodø 8 -oji','Waze ataskaita','Duobë vaþiuojamojoje kelio dalyje ','UAB Grinda I.Rinkevièius ','Rolandas Stungurys','4.3 Duobë laikinai uþpilta frezuotu asfaltu (0,2 m³) ','','',''
4,'2018-01-13','05:55','Rodûnës kelias','VPK','Aplinkos sutvarkymas po autoávykio','','Rolandas Stungurys','5.2 Vieta po autoávykio sutvarkyta.','','2018-01-13','06:15'
5,'2018-01-13','07:00','Oslo','Waze ataskaita','Duobë vaþiuojamojoje kelio dalyje ','','Rolandas Stungurys','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2018-01-13','11:41'
6,'2018-01-13','07:00','Olandø','Waze ataskaita','Duobë vaþiuojamojoje kelio dalyje ','','Rolandas Stungurys','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2018-01-13','09:35'
7,'2018-01-13','07:00','Verkiø','Waze ataskaita','Duobë vaþiuojamojoje kelio dalyje ','','Rolandas Stungurys','Duobës suremontuotos.','','2018-01-13','16:48'
8,'2018-01-13','07:00','Pagubës','Waze ataskaita','Duobë vaþiuojamojoje kelio dalyje ','','Rolandas Stungurys','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2018-01-13','16:10'
9,'2018-01-13','07:00','Þirmûnø Þirmûnø tiltas','Waze ataskaita','Duobë vaþiuojamojoje kelio dalyje ','UAB Tiltuva','Rolandas Stungurys','Duobë reikia remontuoti karðtu asfaltu','','',''
10,'2018-01-13','07:00','Goðtauto','Waze ataskaita','Duobë vaþiuojamojoje kelio dalyje ','','Rolandas Stungurys','4.5 Nurodytu adresu avariniø duobiø nepastebëta.,7.5 LN trapas. Uþdengtas naujomis metalinëmis grotelëmis. (50x38cm.),7.5 LN trapas. Uþdengtas naujomis metalinëmis grotelëmis. (50x38cm.)','','2018-01-13','11:02'
11,'2018-01-13','07:00','Goðtauto','Waze ataskaita','Duobë vaþiuojamojoje kelio dalyje ','','Rolandas Stungurys','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2018-01-13','20:10'
12,'2018-01-13','07:00','Ukmergës','Waze ataskaita','Duobë vaþiuojamojoje kelio dalyje ','UAB Grinda V.Kastunoviè','Rolandas Stungurys','4.3 Duobë laikinai uþpilta frezuotu asfaltu (0,2 m³) ','Alsfalbetinis frezuotas (.1 M3)','','00:00'
13,'2018-01-13','07:00','Àþuolyno','Waze ataskaita','Duobë vaþiuojamojoje kelio dalyje ','','Rolandas Stungurys','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2018-01-13','11:26'
14,'2018-01-13','07:00','Kalvarijø','Waze ataskaita','Duobë vaþiuojamojoje kelio dalyje ','','Rolandas Stungurys','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2018-01-13','20:45'
15,'2018-01-13','07:00','S. Neries','Waze ataskaita','Duobë vaþiuojamojoje kelio dalyje ','','Rolandas Stungurys','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2018-01-13','20:25'
16,'2018-01-13','07:00','Antakalnio','Waze ataskaita','Duobë vaþiuojamojoje kelio dalyje ','','Rolandas Stungurys','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2018-01-13','07:28'
17,'2018-01-13','07:00','Antakalnio','Waze ataskaita','Duobë vaþiuojamojoje kelio dalyje ','','Rolandas Stungurys','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2018-01-13','07:25'
18,'2018-01-13','07:00','Antakalnio','Waze ataskaita','Duobë vaþiuojamojoje kelio dalyje ','','Rolandas Stungurys','Avariniø duobiø nepastebëta','','2018-01-13','07:30'
19,'2018-01-13','07:00','Daukðos M. Þiuproniø g. 21','Waze ataskaita','Duobë vaþiuojamojoje kelio dalyje ','UAB Grinda V.Kastunoviè','Rolandas Stungurys','4.3 Duobë laikinai uþpilta frezuotu asfaltu (0,2 m³) ','','',''
20,'2018-01-13','07:00','Kariø kapø','Vilniaus m. savivaldybë E.Garbovskis','Apsauginiø tvorëliø pristatymas nuroditu adresu','','Rolandas Stungurys','11.1 Tvorelës pristatytos ir sustatytos pagal planà (30 vnt.),7.3 Nurodytu adresu atvirø ðuliniø nepastebëta.,7.3 Nurodytu adresu atvirø ðuliniø nepastebëta.','','2018-01-13','07:35'
21,'2018-01-13','07:00','Saltoniðkiø','Waze ataskaita','Duobë vaþiuojamojoje kelio dalyje ','UAB Grinda V.Kastunoviè','Rolandas Stungurys','4.3 Duobë laikinai uþpilta frezuotu asfaltu (0,2 m³) ','Alsfalbetinis frezuotas (.1 M3)','',''
22,'2018-01-13','08:25','Birutës','Vilniaus m. Þvëryno seniûnija','Atsiverë duobë, matosi elektros laidai.','','Rolandas Stungurys','Ágriuva uþpilta smëliu. ','Smëlis sav. (1.5 M3)','2018-01-13','10:00'
23,'2018-01-13','10:15','Latviø 50','Vaþiuojant marðrutu','Atviras LN trapas','','Rolandas Stungurys','7.5 LN trapas. Uþdengtas naujomis  grotelëmis.','Grotelës kompozitinës 380*500 (2 VNT)','2018-01-13','10:30'
24,'2018-01-13','12:33','Tûkstantmeèio','BPC','Atviras ðulinys','','Rolandas Stungurys','7.3 Nurodytu adresu atvirø ðuliniø nepastebëta.','','2018-01-13','13:10'
25,'2018-01-13','13:30','Gedimino pr.','Vilniaus m. savivaldybë E.Gorbovskis','Eismo Gedimino pr. atidarymas','','Rolandas Stungurys','Eismas Gedimino pr. atidarytas','','2018-01-13','14:00'
26,'2018-01-13','13:41','Parko','BPC (Larisa)','Gyvûno gaiðienos surinkimas','','Rolandas Stungurys','2.1 Gyvûno gaiðena perduota Vilniaus benamiø gyvûnø sanitarinei tarnybai (VBGST);','Maiðai ðiukðlems  (1 VNT)','2018-01-13','14:15'
27,'2018-01-13','14:20','Baldþio 35 iki 39','BPC','Duobës vaþiuojamojoje kelio dalyje','UAB Lemminkainen Lietuva','Rolandas Stungurys','4.3 Duobë laikinai uþpilta frezuotu asfaltu (0,2 m³) ','Alsfalbetinis frezuotas (.1 M3)','',''
28,'2018-01-13','15:05','Ûmëdþiø 1','BPC','Aplinkos po autoávykio sutvarkymas','','Rolandas Stungurys','5.1 Surinkta ir iðveþta, tepalas neutralizuotas panaudojant sausà (4 kg ) ir skystà (3 l) sorbentà, vieta iðvalyta;','Absorbentas birus universalus UEDX020 (2 KG)','','15:15'
29,'2018-01-13','16:05','Nemenèinës pl.','Vaþiuojant marðrutu','Duobë vaþiuojamojoje kelio dalyje','','Rolandas Stungurys','4.3 Duobë laikinai uþpilta frezuotu asfaltu (0,2 m³) ','Alsfalbetinis frezuotas (.1 M3)','',''
30,'2018-01-13','19:30','Gedimino pr.','Vilniaus m. savivaldybë E.Gorbovskis','Eismo Gedimino pr. uþdarymas','','Rolandas Stungurys','Eismas Gedimino pr. uþdarytas','','2018-01-13','20:20'
31,'2018-01-13','20:30','Upës','vykstant marðrutu','Atviras LN trapas','','Rolandas Stungurys','7.5 LN trapas. Uþdengtas naujomis grotelëmis,7.4 Ðulinys uþdengtas tuo paèiu dangèiu.,7.4 Ðulinys uþdengtas tuo paèiu dangèiu.','Grotelës kompozitinës 380*500 (1 VNT)','2018-01-13','20:45'
32,'2018-01-13','21:27','Tûkstantmeèio','BPC (Zubrecovas)','Atviras Vilniaus vandenø ðulinys','UAB Vilniaus vandenys','Rolandas Stungurys','7.4 Ðulinys uþdengtas tuo paèiu dangèiu.','','2018-01-13','22:00'
33,'2018-01-13','22:15','Tûkstantmeèio','BPC','Atviras Vilniaus vandenø ðulinys','UAB Vilniaus vandenys','Rolandas Stungurys','7.2 Ðulinys vaþiuojamoje gatvës dalyje uþdengtas tuo paèiu dangèiu ir pastatyta tvorelë su greièio apribojimu ir 4 vertikalios gairës.','','2018-01-13','23:00'
