'EilNr','pData','Laikas','Adresas','Pranesejas','AvarinesVietosAprasymas','Pranesta','Dispeceris','Darbai','Medziagos','PabData','PabLaikas'
1,'2017-03-25','06:00','Gerosios vilties 4','BPC','Ðiukðliø konteineris iðstumtas á vaþ-iuojamaja dalá.','','Alvydas Biliûnas','Konteineris atstatytas á vieta.','','2017-03-25','06:20'
2,'2017-03-25','07:05','Parko 50','BPC','Ið ðulinio teka vanduo.','Vandentiekio avarinë tel. 1889','Alvydas Biliûnas','Informacijà perduota.','','2017-03-25','07:08'
3,'2017-03-25','08:50','Pramonës 199','BPC','Vaþiuojamoje dalyje duobës.','','Alvydas Biliûnas','Uþtaisytos frezuotu asfaltu (0,2m3)','','2017-03-25','09:40'
4,'2017-03-25','09:10','Kirtimø','BPC','Vaþiuojamoje dalyje uþ kolonëlës"Alauðo" statybinës ðiukðlës.','','Alvydas Biliûnas','Surinktos iðveþtos.','','2017-03-25','09:37'
5,'2017-03-25','09:15','Oslo','Vaþiuojant pastebëta','Duþenos vaþiuojamoje dalyje.','','Alvydas Biliûnas','Surinktos , iðveþtos.','','2017-03-25','09:20'
6,'2017-03-25','09:20','Graièiûno 20','112','Uþ stotelës (Baltoji Vokë) atviras ðulinys þaliojoje vejoje.','','Alvydas Biliûnas','Uþdengtas tuo paèiu G/B dangèiu.','','2017-03-25','09:56'
7,'2017-03-25','09:30','Minsko pl. Liepkalnio sank.','Policija','Duþenos po autoávikio.','','Alvydas Biliûnas','Surinktos, iðveþtos.','','2017-03-25','10:05'
8,'2017-03-25','09:40','Þarijø 6','Vaþiuojant pastebëta.','Trapo grotelës iðkilusios vaþ. dalyje.','','Alvydas Biliûnas','Trapo groteliø korpusas iðvalytas grotelës ástatytos á vieta.','','2017-03-25','09:46'
9,'2017-03-25','09:40','Pramonës 141','Vaþiuojant pastebëta.','Plytø duþenos vaþ. dalyje.','','Alvydas Biliûnas','Surinktos, iðveþtos.','','2017-03-25','09:45'
10,'2017-03-25','09:40','Baltosios vokës 35','BPC','Vaþiuojamoje dalyje lentø nuolauþos.','','Alvydas Biliûnas','Surinktos, iðveþtos.','','2017-03-25','10:18'
11,'2017-03-25','10:20','Eiðiðkiø pl. 80','Vaþiuojant pastebëta.','Duþenos.','','Alvydas Biliûnas','Surinktos, iðveþtos.','','2017-03-25','10:25'
12,'2017-03-25','10:28','Eiðiðkiø pl. 64A','Vaþiuojant pastebëta.','Kelkraðtyje padangos.','','Alvydas Biliûnas','Paimtos iðveþtos (2vnt)','','2017-03-25','10:32'
13,'2017-03-25','10:35','Dariaus ir Girëno 19A','Vaþiuojant pastebëta.','Statybinës ðiukðlës vaþ. dalyje.','','Alvydas Biliûnas','Surinktos, iðveþtos.','','2017-03-25','10:43'
14,'2017-03-25','10:50','Druskio V. 9','BPC','Ið ðulinio verþiasi vanduo.','Vandentiekio avarinë tel.1889','Alvydas Biliûnas','Informacijà perduota.','','2017-03-25','10:55'
15,'2017-03-25','11:15','Liepkalnio 112','BPC','Vaþiuojamoje dalyje duobës.','','Alvydas Biliûnas','Uþtaisytos frezuotu asfaltu (0,2m3)','','2017-03-25','11:50'
16,'2017-03-25','11:55','Þirniø 28','Vaþiuojant pastebëta.','Lentos gabalas vaþ. dalyje.','','Alvydas Biliûnas','Paimtas, iðveþtas.','','2017-03-25','11:55'
17,'2017-03-25','12:00','Eiguliø 3','Vaþiuojant pastebëta.','Buitinës ðiukðlës ','','Alvydas Biliûnas','Surinktos, iðveþtos.','','2017-03-25','12:20'
18,'2017-03-25','12:25','Geleþinkelio 14','BPC','Vaþiuojamoje dalyje praviras ðulinys.','','Alvydas Biliûnas','Korpusas ðulinio iðvalytas dangtis ástatytas á vieta.','','2017-03-25','13:02'
19,'2017-03-25','12:30','Dariaus ir Girëno 25','Vaþiuojant pastebëta','Vaþiuojamoje dalyje trapas uþsikimðæs stovi vanduo.','LN tarnyba R. Zabarovskis','Alvydas Biliûnas','Rankiniu bûdu neprasivolo. Informacijà peduota LN tarnybai áraðas þurnale.','','2017-03-25','12:35'
20,'2017-03-25','12:38','Dariaus ir Girëno St. Tiekimo.','Vaþiuojant pastebëta','Vaþiuojamoje dalyje duobë.','','Alvydas Biliûnas','Uþtaisyta frezuotu asfaltu (0,1m3)','','2017-03-25','12:38'
21,'2017-03-25','12:40','Geologø 12','Vaþiuojant pastebëta','Vaþiuojamoje dalyje padanga.','','Alvydas Biliûnas','Paimta, iðveþta.','','2017-03-25','12:42'
22,'2017-03-25','13:10','Savanoriø 43','Vaþiuojant pastebëta','Trapas uþsikimðæs vaþ. dalyje.','','Alvydas Biliûnas','Trapas iðvalytas vanduo suleistas.','','2017-03-25','13:15'
