'EilNr','pData','Laikas','Adresas','Pranesejas','AvarinesVietosAprasymas','Pranesta','Dispeceris','Darbai','Medziagos','PabData','PabLaikas'
1,'2018-02-24','07:05','Rasø','Waze ataskaita','Duobë vaþiuojamojoje kelio dalyje','','Rolandas Stungurys','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2018-02-24','10:24'
2,'2018-02-24','07:10','Þirmûnø','Waze ataskaita','Duobë vaþiuojamojoje kelio dalyje','','Rolandas Stungurys','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2018-02-24','10:10'
3,'2018-02-24','07:16','Þirmûnø','Waze ataskaita','Duobë vaþiuojamojoje kelio dalyje','','Rolandas Stungurys','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2018-02-24','10:03'
4,'2018-02-24','07:20','Þirmûnø Þiedas','Waze ataskaita','Duobë vaþiuojamojoje kelio dalyje','','Rolandas Stungurys','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2018-02-24','10:00'
5,'2018-02-24','07:25','Olandø','Waze ataskaita','Duobë vaþiuojamojoje kelio dalyje','','Rolandas Stungurys','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2018-02-24','09:55'
6,'2018-02-24','07:30','Rinktinës','Waze ataskaita','Duobë vaþiuojamojoje kelio dalyje','','Rolandas Stungurys','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2018-02-24','09:45'
7,'2018-02-24','07:40','Þygio','Waze ataskaita','Duobë vaþiuojamojoje kelio dalyje','','Rolandas Stungurys','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2018-02-24','09:35'
8,'2018-02-24','07:45','Kalvarijø','Waze ataskaita','Duobë vaþiuojamojoje kelio dalyje','','Rolandas Stungurys','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2018-02-24','09:30'
9,'2018-02-24','07:50','Pieninës','Waze ataskaita','Duobë vaþiuojamojoje kelio dalyje','UAB Lemminkainen Lietuva (e-paðtu)','Rolandas Stungurys','4.3 Duobë laikinai uþpilta frezuotu asfaltu (0,2 m³) ','Alsfalbetinis frezuotas (.1 M3)','2018-02-24','09:20'
10,'2018-02-24','07:55','Narbuto','Waze ataskaita','Duobë vaþiuojamojoje kelio dalyje','UAB Lemminkainen Lietuva','Rolandas Stungurys','4.3 Duobë laikinai uþpilta frezuotu asfaltu (0,2 m³) ','Alsfalbetinis frezuotas (.1 M3)','2018-02-24','09:12'
11,'2018-02-24','08:00','Didlaukio','Waze ataskaita','Duobë vaþiuojamojoje kelio dalyje','','Rolandas Stungurys','4.5 Nurodytu adresu avariniø duobiø nepastebëta. Duobë suremontuota.','','2018-02-24','11:00'
12,'2018-02-24','08:05','Ðaulio','Waze ataskaita','Duobë vaþiuojamojoje kelio dalyje','','Rolandas Stungurys','4.5 Nurodytu adresu avariniø duobiø nepastebëta. Duobë suremontuota.','','2018-02-24','11:10'
13,'2018-02-24','08:10','Mokslininkø','Waze ataskaita','Duobë vaþiuojamojoje kelio dalyje','','Rolandas Stungurys','4.5 Nurodytu adresu avariniø duobiø nepastebëta. Duobë suremontuota.','','2018-02-24','11:05'
14,'2018-02-24','08:15','Ozo','Waze ataskaita','Duobë vaþiuojamojoje kelio dalyje','','Rolandas Stungurys','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2018-02-24','10:45'
15,'2018-02-24','08:20','Ukmergës','Waze ataskaita','Duobë vaþiuojamojoje kelio dalyje','','Rolandas Stungurys','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2018-02-24','10:40'
16,'2018-02-24','08:25','Liepkalnio','Waze ataskaita','','','Rolandas Stungurys','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2018-02-24','09:46'
17,'2018-02-24','08:30','Ukmergës','Waze ataskaita','Duobë vaþiuojamojoje kelio dalyje','','Rolandas Stungurys','4.5 Nurodytu adresu avariniø duobiø nepastebëta.','','2018-02-24','13:00'
18,'2018-02-24','08:35','Titnago','Waze ataskaita','Duobë vaþiuojamojoje kelio dalyje','','Rolandas Stungurys','4.5 Nurodytu adresu avariniø duobiø nepastebëta. Vyksta remonto darbai.','','2018-02-24','13:40'
19,'2018-02-24','08:40','Verkiø 81','BPC','Numuðtas kelio þenklas','UAB Biseris (telefonu)','Rolandas Stungurys','12.1 Informacija perduota ','','2018-02-24','08:43'
20,'2018-02-24','08:40','Dubliðkiø','Waze ataskaita','Duobë vaþiuojamojoje kelio dalyje','UAB Grinda   A.Balèytis','Rolandas Stungurys','Informacija perduota','','2018-02-24','11:45'
21,'2018-02-24','09:30','Ðaltkalviø 34-76','BPC','Termometro su gyvsidabriu paëmimas','','Rolandas Stungurys','1.1 Paimtas 1 (vienas) buitinis termometras su gyvsidabriu ir perduotas utilizavimui;','','2018-02-24','10:02'
22,'2018-02-24','09:53','Jasinskio J. 9','VPK','Aplinkos sutvarkymas po autoávykio','','Rolandas Stungurys','5.1 Surinkta ir iðveþta, tepalas neutralizuotas panaudojant sausà (4 kg ), vieta iðvalyta;','Absorbentas birus universalus UEDX020 (2 KG)','2018-02-24','10:22'
23,'2018-02-24','10:00','Þirmûnø','vykstant marðrutu','Kliûtis vaþiuojamojoje kelio dalyje','','Rolandas Stungurys','10.1 Paimta ir iðveþta. ','','2018-02-24','10:05'
24,'2018-02-24','11:06','Verkiø 23-75','Birtulis H.','Termometro su gyvsidabriu paëmimas','','Rolandas Stungurys','1.1 Paimtas 1 (vienas) buitinis termometras su gyvsidabriu ir perduotas utilizavimui;','','2018-02-24','11:29'
25,'2018-02-24','12:12','Pavilnioniø 35','BPC','Atviras g/b ðulinio dangtis.','','Rolandas Stungurys','7.4 Ðulinys uþdengtas tuo paèiu  g/b dangèiu.','','2018-02-24','12:45'
26,'2018-02-24','13:01','Gedimino pr.','Vilniaus m. savivaldybë','Laikinøjø þenklø patikrinimas','','Rolandas Stungurys','12.2 Laikinøjø þenklø patikrinimas. Visos vertikalios gairës ir gëlinës stovi nurodytose vietuose.','','2018-02-24','13:25'
27,'2018-02-24','15:20','Kryþiokø 500','Arbaitaitienë Vaida','Gyvûno gaiðenos surinkimas','','Rolandas Stungurys','2.1 Gyvûno gaiðena perduota Vilniaus benamiø gyvûnø sanitarinei tarnybai (VBGST);','','2018-02-24','18:00'
28,'2018-02-24','15:54','S. Neries 27-60','Misiûnienë Svetlana','Termometro su gyvsidabriu paëmimas','','Rolandas Stungurys','1.1 Paimtas 1 (vienas) buitinis termometras su gyvsidabriu ir perduotas utilizavimui;','','2018-02-24','16:50'
29,'2018-02-24','15:56','Vingriø 5','BPC','Kliûtis vaþiuojamojoje kelio dalyje','AB Telia (telefonu)','Rolandas Stungurys','Nusviræ oro linijos laidai. Informacija perduota.','','2018-02-24','16:25'
30,'2018-02-24','18:00','Gelvonø 49A','BPC (Kristina Gaiþutienë)','Aviri du ðuliniai','','Rolandas Stungurys','7.1 LNðuliniai þaliosios vejos zonoje, 1 vnt. uþdengtas nauju g/b dangèiu. Antras ðulinys uþdengtas tuo paèiu dangèiu.','','2018-02-24','18:52'
31,'2018-02-24','20:09','Kalvarijø sodø   4-11','Andrejauskas Vytenis','Termometro su gyvsidabriu paëmimas','','Rolandas Stungurys','1.1 Paimtas 1 (vienas) buitinis termometras su gyvsidabriu ir perduotas utilizavimui;','','2018-02-24','21:04'
