Eil. Nr.,Data,Laikas,Avarinė vietos adresas, Pranešėjas,Avarinės vietos aprašymas (kas įvyko),Avarinės tarnybos atlikti darbai,Atžyma apie darbų pabaigą. Data,Atžyma apie darbų pabaigą. Laikas.
16,2016/03/06,10:20,Po G. Vilko ir Čiurlionio g. viaduku.,BPC,Važ. dalyje tepalai išsilieją.,Išvalyti sunaudota (5kg) sauso sorbento.,2016/03/06,11:15
17,2016/03/06,10:35,Čiurlionio g.30,,Išstumtas į gatvę šiukšlių konteineris.,"Šiukšlės surinktos, sukrautos į konteinerį, konteineris atstatytasį vietą.",2016/03/06,11:05
18,2016/03/06,10:43,Pramonės g.97,BPC,Atviras šulinys prie namo žaliojoje vejoje.,Uždengtas tuo pačiu G/B dangčiu.,2016/03/06,11:55
19,2016/03/06,11:22,Pramonės g.,Važiuojant pastebėta,Gatvės važ. dalyje plytų duženos,"Surinktos, išvežtos",2016/03/06,11:30
20,2016/03/06,11:24, Žygimantų g. ties Vrublevskio g-tve.,112,Autoįvykis.,"Duženos surinktos išvežtos, gatvė išvalyta.",2016/03/06,12:30
21,2016/03/06,11:30,Konstitucijos pr./Linkmenų sankr.,Banevičius,Važ. dalyje suplyšusios padangos gabalai.,"Surinkti, išvežti.",2016/03/06,12:18
22,2016/03/06,11:45,G. Vilko g.,Važ. pastebėta,Gabalas sulankstytos skardos šaligatvyje,"Paimtas, išvežtas.",2016/03/06,11:45
23,2016/03/06,11:55,Ukmergės g.280,Važ. pastebėta,Statybinės šiukšlės.,"Surinktos, išvežtos vieta išvalyta. ",2016/03/06,12:04
24,2016/03/06,12:00,L. Giros g.7,Policija,Padangos važ. dalyje,"Surinktos, išvežtos (2vnt)",2016/03/06,12:30
25,2016/03/06,12:12,Kauno g.12,BPC,Važ. dalyje metalo nuolaužos,"Surinktos, išvežtos. ",2016/03/06,0.097222
26,2016/03/06,12:28,Narbuto g. (kyjant į kalną),112,Iškritę šiukšlių maišai važ. dalyje.,"Surinkti, išvežti.",2016/03/06,12:48
27,2016/03/06,12:55,Mindaugo g.11,Julius,Važ. dalyje šulinio dangtis juda,Korpusas išvalytas dangtis įstatytas į vieta laikosi stabiliai.,2016/03/06,13:30
28,2016/03/06,13:15,Ukmergės/Žadeikos                            (g-vių sankr.),Policija,Autoįvykis.,"Duženos surinktos, išvežtos Gatvė sutvarkyta.",2016/03/06,14:00
29,2016/03/06,13:42,Kęstučio g.26,BPC,Važ. gatvės dalyje medienos atraižos iškritusios.,"Surinktos, išvežtos.",2016/03/06,14:15
30,2016/03/06,14:25,Liubarto g. 3,Važ. pastebėta,Maišas su šiukšlėmis šaligatvyje.,"Paimtas , išvežtas.",2016/03/06,14:25
31,2016/03/06,14:35,O.Milašiaus g-vė važiuojant link Antakalnio g.,BPC,Padangos išmestos.,"Paimtos, išvežtos (3vnt)",2016/03/06,15:00
32,2016/03/06,14:55,Naugarduko g. link sankrž. su Žemaitės g.,,"Duženos, stilo važ. dalyje.","Surinktos, išvežtos.",2016/03/06,15:20
33,2016/03/06,15:28,Pelesos /Zanavykų g-vė.,BPC,Duobės važ. dalyje.,Užasfaltuota šaltu asfaltu. (50KG),2016/03/06,16:04
34,2016/03/06,16:15,Ramybės/Pelėsos,Važ. pastebėta,Duobės važ. dalyje.,"Užpilta frezuotu asfaltu (0,2m3)",2016/03/06,16:25
35,2016/03/06,16:40,Šv. Stepono/Batoro g.,,Atviras trapas važ. dalyje. ,Uždėtas nauju trapu( 50*38),2016/03/06,17:25
36,2016/03/06,17:40,Šv. Stepono g.35,Važ. pastebėta,Važ. dalyje duobės,Užasfaltuota šaltu asfaltu (50kg),2016/03/06,17:55
37,2016/03/06,18:05,Olandų g.21A,Rokas,Negyvas šuo važ. gatvės dalyje.,"Pranešė ,kad šunį pasiima pats šeiminkas.",2016/03/06,
38,2016/03/06,18:35,Oslo g.                              (st. Šiltnamių),BPC,Prie stotelės šiukšlės išverstos ir automobilinė padanga.,"Šiukšlės surinktos, padanga paimta, išvežta.",2016/03/06,19:15
39,2016/03/06,18:45,Panerių /Švitrigailos sankr.,Policija,Tepalas išsiliejąs į važ. dalį.,Tepalas neutralizuotas sunaudota (5kg) sauso sorbento.,2016/03/06,19:20
40,2016/03/06,19:00,G. Vilko/G. Vilties sankr.,BPC,Važ. dalyje skardos gabalai.,"Surinkti, išvežti.",2016/03/06,19:35
41,2016/03/06,19:12,Kalvarijų/Ateities sankr.,Policija,Autoįvykis.,"Duženos surinktos, išvežtos. Išsiliejąs tepalas neutralizuotas sunaudota (10kg) sauso sorbento.",2016/03/06,20:50
42,2016/03/06,19:45,Ukmergės g.,Policija,"Prie ""BIGO"" važ. link centro pusės Autoįvykis. ","Sudaužytas paviljono stotelės stiklas ir pasvirusi stotelė""Perkūno"" Pastatyta  -2vnt signalinių tvorelių aptverta""STOP"" juosta. Stiklo duženos surinktos, išvežtos.",2016/03/06,21:00
43,2016/03/06,20:05,Oslo/Erfurto viadukas,BPC,Padangos važ. dalyje.,"Paimtos, išvežtos. (2vnt)",2016/03/06,21:15
44,2016/03/06,21:35,Justiniškių g.                      (Medeinos st.),112,Nuo stotelės nustumta šiukšlių dėžė ant važ. dalies.,Atstatyta į vieta.,2016/03/06,22:20
45,2016/03/06,23:30,Lazdynų tiltas link Miškinių g.,Kavaliauskas,Važ. dalyje pravirs šulinys,Korpusas išvalytas dangtis įstatytas į vieta laikosi stabiliai.,2016/03/07,0.006944
46,2016/03/07,0.083333,Išvažiavimas iš Savanorių g. į Kirtimų g.,BPC,Važiuojamoje dalyje duobė.,"Užpilta frezuotu asfaltu (0,1m3)",2016/03/07,02:40
47,2016/03/07,05:20,Savanotių pr.178,BPC,Iškeltos trapo grotelės važ. dalyje.,Trapo grotelių korpusas išvalytas grotelės įstatyts į vieta.,2016/03/07,05:50
