Eil. Nr.,Data,Laikas,Avarinė vietos adresas, Pranešėjas,Avarinės vietos aprašymas (kas įvyko),Avarinės tarnybos atlikti darbai,Atžyma apie darbų pabaigą. Data,Atžyma apie darbų pabaigą. Laikas.
13,2016/03/03,10:42,I. Šimulionio g. 6,,"Tepaluotas skuduras važiuojamoje gatvės dalyje
[pastebėta važiuojant]",paimta ir išvežta,2016/03/03,10:47
14,2016/03/03,11:05,Laisvės pr. kylant link Architektų g. 113,BPC,Atviras šulinys važiuojamoje gatvės dalyje,VV Vandentiekio tinklų šulinys laikinai uždengtas manevriniu dangčiu ir pastatyta vertikali gairė,,
15,2016/03/03,11:20,Dariaus ir Girėno g. 93,VPK,Vilkiko posparnio liekanos gatvės važiuojamoje dalyje,Surinkta ir išvežta,2016/03/03,11:38
16,2016/03/03,11:50,Dzūkų g. 11A,,"Sudraskyto elektros kabelio fragmentas gatvės važiuojamoje dalyje
[pastebėta važiuojant]",Paimta ir išvežta,2016/03/03,11:55
17,2016/03/03,12:12,Justiniškių g. 103-40,Stanislovas,"Pranešė, kad nori perduoti sudaužyto buitinio termometro su gyvsidabriu liekanas",Paimtas 1 (vienas) buitinis termometras su gyvsidabriu ir perduotas utilizavimui,2016/03/03,12:30
18,2016/03/03,12:35,A. Tumėno g. 4,Kačergis,"Pranešė, kad nori perduoti sudaužyto buitinio termometro su gyvsidabriu liekanas",Paimtas 1 (vienas) buitinis termometras su gyvsidabriu ir perduotas utilizavimui,2016/03/03,14:00
19,2016/03/03,12:53,A. Goštauto g. 9,,"Automobilio žibintų duženos ir plastiko liekanos važiuojamoje gatvės dalyje
[pastebėta važiuojant]"," Surinkta ir išvežta, vieta išvalyta",2016/03/03,13:12
20,2016/03/03,13:20,Šeškinės g. 32,,"Metalinė sutraiškyta skardinė talpa gatvės važiuojamoje dalyje
[pastebėta važiuojant]",paimta ir išvežta,2016/03/03,13:25
21,2016/03/03,13:40,Žirnių g. 18,BPC,Kliūtis gatvės važiuojamoje dalyje,Betoninio gaminio nuolauža - paimta ir išvežta,2016/03/03,13:57
22,2016/03/03,14:16,Geležinkelio g. 12,,"Plastikinio buksyrinio troso fragmentas gatvės važiuojamoje dalyje
[pastebėta važiuojant]",Paimta ir išvežta,2016/03/03,14:21
23,2016/03/03,14:34,Karmelitų g. 3,Raimondas,"Vidiniame kieme pilni FN tinklų šuliniai
---------------------------------------------
VV Nuotekų tinklų avarinė,
disp. Alma informavo jog vidiniame kieme FN šuliniai jiems nepriklauso.    ",Informacija perduota,,
24,2016/03/03,14:50,Liepkalnio g. 12,,"Ratlankio gaubto liekanos važiuojamoje gatvės dalyje
[pastebėta važiuojant]","Surinktos ir išvežtos, vieta išvalyta",2016/03/03,14:58
25,2016/03/03,15:16,Panerių g. 51,BPC,Faneros lakštų nuolaužos važiuojamoje gatvės dalyje,Surinkta ir išvežta,2016/03/03,15:40
26,2016/03/03,15:33,Antakalnio g. / Šilo g.,Danguolė Baltrušaitienė,Prasėdęs šulinys važiuojamoje gatvės dalyje,Prasėdęs VV Vandentiekio tinklų šulinys važiuojamoje gatvės dalyje. Laikinas ženklas trukdytų eismui,,
27,2016/03/03,15:49,A. Goštauto g. 13 (po Geležinio Vilko g. tiltu),,Kabo didelis varveklis,Informacija perduota,,
28,2016/03/03,16:12,T. Kosciuškos g. 14,,"Tepaluotas skuduras važiuojamoje gatvės dalyje
[pastebėta važiuojant]",paimta ir išvežta,2016/03/03,16:17
29,2016/03/03,16:33,Mildos g. / Viršupio g.,VPK,Suplėšytos padangos fragmentai gatvės važiuojamoje dalyje,Surinkta ir išvežta,2016/03/03,16:55
30,2016/03/03,17:05,Šilo g. (miške),,"Medžio šaka važiuojamoje gatvės dalyje
[pastebėta važiuojant]",Medžio šaka patraukta nuo važiuojamosios atvės dalies,2016/03/03,17:12
31,2016/03/03,17:15,Ribiškių Didžioji g. / Juodasis kel.,BPC,Tepalo dėmė važiuojamoje gatvės dalyje,Nurodytu adresu tepalo dėmės nerasta.,2016/03/03,17:35
32,2016/03/03,17:48,Drujos g. / Rasų g.,,"Plastiko liekanos važiuojamoje gatvės dalyje
[pastebėta važiuojant]","Surinkta ir išvežta, vieta išvalyta",2016/03/03,18:00
33,2016/03/03,18:11,Geležinio Vilko g. 17,BPC,Atviras šulinys žaliosios vejos zonoje,TEO tinklų šulinio dangtis nustumtas. Šulinys uždengtas tuo pačiu dangčiu.,2016/03/03,18:30
34,2016/03/03,18:37,V. Pietario g. 2,,"Buitinio stiklo duženos ir buitinės šiukšlės važiuojamoje gatvės dalyje
[pastebėta važiuojant]","Surinkta ir išvežta, vieta išvalyta",2016/03/03,18:49
35,2016/03/03,19:00,Šaltkalvių g. 2,VPK,Automobilio bamperio liekanos važiuojamoje gatvės dalyje,"Surinkta ir išvežta, vieta išvalyta",2016/03/03,19:23
36,2016/03/03,19:20,Švitrigailos g. 10,BPC,Negyvas katinas važiuojamoje gatvės dalyje,Nurodytu adresu negyvo katino nerasta.,2016/03/03,19:41
37,2016/03/03,19:38,J. Basanavičiaus g. / Švitrigailos g.,VPK,"Autoįvykis: 
automobilio žibintų duženos, plastiko liekanos ir skardos fragmentai važiuojamoje gatvės dalyje","Surinkta ir išvežta, vieta išvalyta",2016/03/03,20:00
38,2016/03/03,20:07,Ozo g. nuvažiavimas į Šeškinės g.,Eglė,Duobė važiuojamoje gatvės dalyje,"Duobė laikinai užpilta frezuotu asfaltu (0,2 m³)",,
39,2016/03/03,20:30,Paberžės g. 7,,"Buitinės šiukšlės važiuojamoje gatvės dalyje
[pastebėta važiuojant]","Surinktos ir išvežtos, vieta išvalyta",2016/03/03,20:50
40,2016/03/03,21:16,Fabijoniškių g. 2,,"Skardinės nuo alaus gatvės važiuojamoje dalyje
[pastebėta važiuojant]",Surinkta ir išvežta,2016/03/03,21:25
41,2016/03/03,21:48,Minties g. 26,BPC,Atviras šulinys žaliosios vejos zonoje,FN tinklų šulinio dangtis nustumtas. Šulinys uždengtas tuo pačiu dangčiu.,2016/03/03,22:15
42,2016/03/03,22:49,S. Žukausko g. 26,,"Automobilinių grotelių fragmentai gatvės važiuojamoje dalyje
[pastebėta važiuojant]",Surinkta ir išvežta,2016/03/03,23:00
43,2016/03/03,23:22,O. Milašiaus g. / Antakalnio g. (po viaduku),,"Plastiko fragmentai ir smulkių metalinių detalių liekanos išbarstyti gatvės važiuojamoje dalyje
[pastebėta važiuojant]","Surinkta ir išvežta, vieta išvalyta",2016/03/03,23:40
44,2016/03/03,0.054167,Nemenčinės pl. / Kairėnų g.,BPC,Kliūtis gatvės važiuojamoje dalyje,Maišas su buitinėmis šiukšlėmis paimtas ir išvežtas,2016/03/03,0.072222
45,2016/03/04,0.086111,Verkių g. 39,,"Važiuojamoje gatvės dalyje išmėtytos kartoninės dėžės liekanos
[pastebėta važiuojant]",Surinkta ir išvežta,2016/03/04,0.097222
46,2016/03/04,06:08,Laisvės pr. / Parodų g.,VPK,Stiklo duženos važiuojamoje gatvės dalyje,"surinkta ir išvežta, vieta išvalyta",2016/03/04,06:34
