Eil. Nr.,Data,Laikas,Avarinė vietos adresas, Pranešėjas,Avarinės vietos aprašymas (kas įvyko),Avarinės tarnybos atlikti darbai,Atžyma apie darbų pabaigą. Data,Atžyma apie darbų pabaigą. Laikas.
12,2016/02/16,10:30,"Žydų g. 2                         < 2016.02.12 įrašas >
[laikinų įspėjimo ženklų patikrinimas]",,"< Įgriuva prie VV Vandentiekio tinklų šulinio važiuojamoje gatvės dalyje >
[vertikali gairė]",Patikrinta. Remonto darbai atlikti. Vertikali gairė paimta.,2016/02/16,10:35
13,2016/02/16,10:45,Geležinio Vilko g. 11,,"Betono gaminių duženos gatvės kelkraštyje
[pastebėta važiuojant]",Surinkta ir išvežta,2016/02/16,10:55
14,2016/02/16,11:00,Ukmergės g. (ant viaduko),VPK,"Autoįvykis: 
automobilio žibintų duženos, plastiko liekanos ir išsiliejęs tepalas važiuojamoje gatvės dalyje","Surinkta ir išvežta, tepalas neutralizuotas panaudojant sausą (4 kg)  sorbentą, vieta išvalyta",2016/02/16,11:30
15,2016/02/16,11:42,Juodasis kel./Dilgynės g.,,"Padanga gatvės kelkraštyje
[pastebėta važiuojant]",Paimta ir išvežta (1 vnt.),2016/02/16,11:48
16,2016/02/16,12:04,Džiaugsmo g. / S. Lozoraičio g.,Vitalija,Negyva stirna kelkraštyje,Stirnos lavonas perduotas Beglobių gyvūnų karantino tarnybai (BGKT),2016/02/16,12:40
17,2016/02/16,12:20,"Gedvydžių g. 18
< 2016.02.12 įrašas >
[laikinų įspėjimo ženklų patikrinimas]",,"< Įgriuva prie LN tinklų šulinio važiuojamoje gatvės dalyje >
[vertikali gairė]",Patikrinta. Remonto darbai atlikti. Vertikali gairė paimta.,2016/02/16,12:24
18,2016/02/16,12:35,"Miesto centras, Senamiesčio ir Užupio rajonai (pagal patvirtintą gatvių sąrašą) UAB „Grinda“ direktoriaus įsakymas Nr.V-269",,Dėl tvarkos mieste užtikrinimo švenčių metu ir savaitgaliais,Gatvės švarios; šiukšlės surinktos iš perpildytų šiukšliadėžių - 3 maišai buitinių šiukšlių,2016/02/16,13:09
19,2016/02/16,12:47,Švitrigailos g. / Geležinkelio g.,VPK,Stiklo duženos važiuojamoje gatvės dalyje,"surinkta ir išvežta, vieta išvalyta",2016/02/16,13:18
20,2016/02/16,13:09,Žirmūnų g. / Kareivių g.,VPK,"Autoįvykis: 
automobilio žibintų duženos, plastiko liekanos ir skardos fragmentai važiuojamoje gatvės dalyje","surinkta ir išvežta, vieta išvalyta",2016/02/16,13:40
21,2016/02/16,13:22,"Gabijos g. 8
< 2016.02.04 įrašas >
[laikinų įspėjimo ženklų patikrinimas]",,"< Įgriuva prie LN tinklų šulinio žaliosios vejos zonoje >
[tvorelės (2 vnt.) ir STOP juosta]","Patikrinta, remonto darbai neatlikti. Šulinys įvadinis. Informacija perduota pastatą aptarnaujančiai įmonei.",,
22,2016/02/16,13:34,Rygos g. 5,,"Važiuojamoje gatvės dalyje išbarstytos plastiko ir gumos gaminių liekanos
[pastebėta važiuojant]","surinkta ir išvežta, vieta išvalyta",2016/02/16,13:45
23,2016/02/16,14:00,"Liepkalnio g./
Salininkų g. (žiede)",BPC,Kliūtis gatvės važiuojamoje dalyje,"Fanerinės dėžės liekanos gatvės važiuojamoje dalyje
Surinkta ir išvežta",2016/02/16,14:22
24,2016/02/16,14:30,Liepkalnio g. 101,,"Metalinės tvirtinimo juostos fragmentas gatvės važiuojamoje dalyje
[pastebėta važiuojant]",Paimta ir išvežta,2016/02/16,14:35
25,2016/02/16,14:50,"Aguonų g. 19
< 2016.02.12 įrašas >
[laikinų įspėjimo ženklų patikrinimas]",,"Įgriuva šaligatvyje prie FN tinklų šulinio.
[tvorelės (2 vnt.) ir STOP juosta]",Patikrinta. Remonto darbai atlikti. Laikinėji ženklai paimti.,2016/02/16,14:55
26,2016/02/16,15:10,"Klinikų g. 2
< 2016.02.12 įrašas >
[laikinų įspėjimo ženklų patikrinimas]",,"Įgriūva prie LN tinklų šulinio šaligatvyje.
[tvorelės (2 vnt.) ir STOP juosta]",Patikrinta. Remonto darbai atlikti. Laikinėji ženklai paimti.,2016/02/16,15:15
27,2016/02/16,15:24,Žėručio g. 11,BPC,Atviras šulinys žaliosios vejos zonoje,FN tinklų šulinio dangtis nustumtas. Šulinys uždengtas tuo pačiu dangčiu.,2016/02/16,15:45
28,2016/02/16,15:49,Erfurto g. 32,,"Tepaluotas skuduras važiuojamoje gatvės dalyje
[pastebėta važiuojant]",paimta ir išvežta,2016/02/16,15:55
29,2016/02/16,16:00,"Tauro kalnas, prieš Profsąjungų rūmus",,"Išvežti tvorelės, sutvarkyti laužavietė.","Tvorelės (8 vnt.) surinktos ir išvežtos. Laužavietė sutvarkyta, smėlis išvežtas. Papildomai 1 val. dirbo: Du kelio darbininkai ir automobilis MAN, valst. Nr. CBC 511",2016/02/16,17:00
30,2016/02/16,16:12,Žemynos g. 10-55,Emilius,"Pranešė, kad nori perduoti sudaužyto buitinio termometro su gyvsidabriu liekanas",Paimtas 1 (vienas) buitinis termometras su gyvsidabriu ir perduotas utilizavimui,2016/02/16,16:55
31,2016/02/16,16:25,Galvės g. / Lentvario g.,VPK,Negyvas šuo važiuojamoje gatvės dalyje,Nurodytu adresu šuns lavonas nerastas,2016/02/16,16:56
32,2016/02/16,17:10,Vilkpėdės g. 12,,"Medžio šaka važiuojamoje gatvės dalyje
[pastebėta važiuojant]",paimta ir išvežta,2016/02/16,17:15
33,2016/02/16,17:26,Gerosios Vilties g. 22A,,"Ratlankio gaubtas važiuojamoje gatvės dalyje
[pastebėta važiuojant]",Paimta ir išvežta,2016/02/16,17:31
34,2016/02/16,17:45,A. P. Kavoliuko g. 19,VPK,Automobilio bamperio liekanos važiuojamoje gatvės dalyje,"Surinkta ir išvežta, vieta išvalyta",2016/02/16,18:10
35,2016/02/16,18:00,"Tiškevičiaus g., Gunkliškių g., Andrė g.",BPC,Slidi kelio danga,Pranešimas užfiksuotas – informacija perduota,,
36,2016/02/16,18:20,Eišiškių pl. / Dariaus ir Girėno g.,,"Automobilio bamperio liekanos  ir tvirtinimo detalės važiuojamoje gatvės dalyje
[pastebėta važiuojant]","Surinkta ir išvežta, vieta išvalyta",2016/02/16,18:35
37,2016/02/16,18:50,Vytenio g. 44,,"Tepaluotas skuduras važiuojamoje gatvės dalyje
[pastebėta važiuojant]",paimta ir išvežta,2016/02/16,18:55
38,2016/02/16,19:15,Žirnių g. (prie Porsche centro),VPK,Važiuojamoje gatvės dalyje išmėtytos statybinio padėklo liekanos,"Surinkta ir išvežta, vieta išvalyta",2016/02/16,19:40
39,2016/02/16,20:30,A. Mickevičiaus g. (prie tilto),BPC,Nedega gatvės šviestuvai,Informacija perduota,,
40,2016/02/16,20:45,Mildos g. (išvažiavimas į S. Batoro g.),BPC,Faneros lakštų nuolaužos važiuojamoje gatvės dalyje,Surinkta ir išvežta,2016/02/16,21:25
41,2016/02/16,21:30,Didlaukio g. 31,BPC,Atviras šulinys žaliosios vejos zonoje,VV Vandentiekio tinklų šulinio dangtis nustumtas. Šulinys uždengtas tuo pačiu dangčiu.,2016/02/16,21:56
42,2016/02/16,22:13,J. Kazlausko g. 21,,"Automobilio žibintų duženos važiuojamoje gatvės dalyje
[pastebėta važiuojant] ","Surinkta ir išvežta, vieta išvalyta",2016/02/16,22:26
43,2016/02/16,22:45,Verkių g. 56,,"Plastiko liekanos važiuojamoje gatvės dalyje
[pastebėta važiuojant]"," Surinkta ir išvežta, vieta išvalyta",2016/02/16,22:55
44,2016/02/16,23:00,Katedros aikštė,Jurgutis Paulius,Surinkti ir išvežti tvorelės iš Katedros aikštės ,"Tvorelės (100 vnt.) surinktos ir atvežtos į UAB „GRINDA“ teritoriją. Papildomai 1,5 val. dirbo: trys kelio darbininkai ir automobilis MAN, valst. Nr. CBC 511",2016/02/17,0.020833
45,2016/02/17,0.057639,Pergalės g. / S. Batoro g.,VPK,"Autoįvykis: 
automobilio žibintų duženos, plastiko liekanos ir išsiliejęs tepalas važiuojamoje gatvės dalyje","Surinkta ir išvežta, tepalas neutralizuotas panaudojant sausą (10 kg ) sorbentą, vieta išvalyta. Automobilis nulaužė medelį. Medelis patrauktas ant šaligatvio.",,
46,2016/02/17,05:00,Plytinės g. (~200 m iki Dvarčioių žiedo),BPC,Važiuojamoje gatvės dalyje mėtosi maišai su buitinėmis šiukšlėmis,Maišai (4 vnt.) su šiukšlėmis paimti ir išvežti,2016/02/17,05:33
47,2016/02/17,05:55,Savanorių pr. 178,BPC,Numuštas laikinas kelio ženklas,Laikinas ženklas atstatytas į vietą,2016/02/17,06:15
